artist_id,main_genre
759491,Pop/Rock
25462,Electronic
66915,Pop/Rock
71209,Pop/Rock
91438,Pop/Rock
113823,Pop/Rock
132710,Pop/Rock
208582,Pop/Rock
378288,Electronic
397880,Pop/Rock
489999,Pop/Rock
492331,Pop/Rock
615119,Pop/Rock
651107,Pop/Rock
747445,Pop/Rock
755156,Pop/Rock
838272,Pop/Rock
895136,Pop/Rock
899530,Pop/Rock
960690,Pop/Rock
988638,Pop/Rock
75264,Pop/Rock
91650,Pop/Rock
112789,Pop/Rock
134729,Pop/Rock
175775,Reggae
295756,Pop/Rock
359326,Pop/Rock
446509,Pop/Rock
485135,Pop/Rock
579839,Pop/Rock
741746,Pop/Rock
789064,Pop/Rock
790820,Pop/Rock
796045,Pop/Rock
806829,Pop/Rock
825087,Pop/Rock
863790,Pop/Rock
883318,Pop/Rock
151290,Jazz
286662,Country
748421,Pop/Rock
5953,Pop/Rock
12654,Comedy/Spoken
59537,Pop/Rock
61938,Pop/Rock
81493,Pop/Rock
84209,Pop/Rock
130932,Pop/Rock
139026,Pop/Rock
182598,Pop/Rock
187581,R&B;
200968,Pop/Rock
349157,Pop/Rock
354105,Pop/Rock
379125,Pop/Rock
390390,R&B;
485791,Pop/Rock
490004,Pop/Rock
503913,Pop/Rock
562304,Pop/Rock
574772,Pop/Rock
604852,Pop/Rock
623985,Pop/Rock
754032,Pop/Rock
771438,Pop/Rock
772567,Pop/Rock
840402,Pop/Rock
8828,Pop/Rock
81403,Pop/Rock
546214,Pop/Rock
628467,Pop/Rock
13384,Country
19241,Country
65397,Country
86312,Country
99753,Country
136640,Country
175286,Country
210512,Country
234325,Country
409954,Country
749175,Country
804289,Country
50493,Pop/Rock
96977,Pop/Rock
97325,Pop/Rock
219966,Pop/Rock
561105,Pop/Rock
607053,Pop/Rock
1528006,Classical
559405,Latin
156886,Jazz
112017,Vocal
203804,Comedy/Spoken
588679,Folk
744548,Comedy/Spoken
38936,Pop/Rock
41874,Pop/Rock
249175,Easy Listening
639397,Latin
642542,Pop/Rock
765585,Latin
781837,Latin
785283,International
792507,Vocal
798543,Latin
183867,Classical
346336,Pop/Rock
423829,Jazz
750519,Avant-Garde
840102,Pop/Rock
988440,Pop/Rock
133969,Pop/Rock
7689,R&B;
160690,R&B;
208774,R&B;
262255,R&B;
319347,R&B;
376204,R&B;
802302,R&B;
820434,R&B;
112462,Pop/Rock
176936,Blues
187478,Pop/Rock
192382,Pop/Rock
240865,Pop/Rock
255371,Pop/Rock
489303,Pop/Rock
824599,Blues
831381,Pop/Rock
894465,Pop/Rock
18977,Pop/Rock
19297,Pop/Rock
297894,Pop/Rock
517607,Pop/Rock
583618,Pop/Rock
626463,Pop/Rock
859509,Pop/Rock
101895,R&B;
239859,Classical
304458,Stage & Screen
649950,Pop/Rock
691807,Stage & Screen
178014,Reggae
246768,Reggae
295276,Reggae
603590,Reggae
745584,Reggae
790988,Reggae
819344,Reggae
855773,Reggae
131627,Pop/Rock
137580,Pop/Rock
170369,Pop/Rock
207735,Pop/Rock
240311,Pop/Rock
289177,Pop/Rock
309458,R&B;
332141,Pop/Rock
519637,Pop/Rock
578028,Pop/Rock
584923,Pop/Rock
690254,Pop/Rock
744265,Pop/Rock
767068,Pop/Rock
816890,Country
921965,Pop/Rock
923384,Pop/Rock
532957,Jazz
805930,Jazz
123007,Pop/Rock
490141,Pop/Rock
42234,New Age
536122,Jazz
31380,Pop/Rock
122754,Pop/Rock
145443,Latin
237205,Pop/Rock
661524,R&B;
664817,Pop/Rock
806336,Latin
100160,Pop/Rock
577627,Pop/Rock
1190,R&B;
74195,R&B;
101946,R&B;
134600,R&B;
164053,R&B;
165011,R&B;
170770,R&B;
279337,R&B;
290072,R&B;
316834,R&B;
361393,R&B;
411761,Vocal
568861,R&B;
614823,R&B;
622805,R&B;
866491,R&B;
887806,Pop/Rock
927555,R&B;
933172,R&B;
22124,Pop/Rock
98465,Pop/Rock
105422,Pop/Rock
163386,Pop/Rock
246611,Pop/Rock
260206,Pop/Rock
287259,Pop/Rock
315403,Pop/Rock
371258,Pop/Rock
386253,Pop/Rock
406294,Pop/Rock
424244,Pop/Rock
490952,Pop/Rock
501407,Pop/Rock
561715,Pop/Rock
588450,Pop/Rock
673208,Pop/Rock
749970,Pop/Rock
751910,Pop/Rock
925852,Pop/Rock
957085,Pop/Rock
1098,Pop/Rock
223627,Pop/Rock
280956,Pop/Rock
351733,Pop/Rock
357406,Pop/Rock
388198,Pop/Rock
506513,Pop/Rock
572737,Pop/Rock
825251,Pop/Rock
120521,Pop/Rock
180228,Pop/Rock
799053,Pop/Rock
824022,Pop/Rock
16835,Blues
22928,Pop/Rock
46120,Pop/Rock
76057,Pop/Rock
114342,Pop/Rock
137474,Pop/Rock
138699,Pop/Rock
311674,Pop/Rock
327765,Stage & Screen
489676,Pop/Rock
6334,Vocal
150629,Vocal
695189,Vocal
804476,Vocal
958533,Jazz
28692,Jazz
175553,Jazz
208404,Jazz
404463,International
640675,Jazz
868092,Jazz
749222,Electronic
752945,Electronic
37730,Pop/Rock
39258,Pop/Rock
47789,Pop/Rock
51992,Pop/Rock
78741,Pop/Rock
130173,Pop/Rock
184043,Pop/Rock
287917,Pop/Rock
350840,Pop/Rock
387530,Pop/Rock
490554,Pop/Rock
612716,Pop/Rock
853492,Pop/Rock
898479,Pop/Rock
936425,Pop/Rock
987491,Pop/Rock
11707,Pop/Rock
43714,Pop/Rock
46925,Pop/Rock
96964,Pop/Rock
102399,Jazz
110161,Pop/Rock
130689,Pop/Rock
136871,Pop/Rock
277351,Pop/Rock
481461,Pop/Rock
674662,Pop/Rock
685647,Pop/Rock
796734,Pop/Rock
957296,Jazz
60306,Stage & Screen
79016,Vocal
82584,Vocal
162677,Jazz
172642,Vocal
184502,Vocal
204901,Vocal
211758,Jazz
212612,Vocal
213590,Vocal
244406,Vocal
742899,Jazz
396372,Jazz
21334,R&B;
816701,R&B;
825168,R&B;
46861,R&B;
60679,Blues
815039,Blues
825208,Blues
942252,Latin
197424,Latin
311680,Latin
617613,Latin
619388,Latin
245039,Country
389979,Country
778568,Country
36537,Pop/Rock
89021,Pop/Rock
209142,Pop/Rock
307135,Pop/Rock
496405,Pop/Rock
805785,Pop/Rock
821571,R&B;
842351,Pop/Rock
113480,Jazz
152312,Pop/Rock
61479,R&B;
64145,R&B;
82013,R&B;
118544,R&B;
144458,R&B;
147200,R&B;
162820,R&B;
329468,R&B;
524239,R&B;
894335,R&B;
41420,R&B;
59819,R&B;
101953,R&B;
118289,R&B;
477875,R&B;
500889,R&B;
509356,R&B;
569256,R&B;
572106,R&B;
594665,R&B;
664849,R&B;
746666,R&B;
865016,R&B;
894847,R&B;
55128,Pop/Rock
58616,Pop/Rock
116984,R&B;
502806,R&B;
773642,Pop/Rock
50251,Pop/Rock
88180,Pop/Rock
798606,Pop/Rock
139908,Pop/Rock
418740,Pop/Rock
671953,Pop/Rock
891063,Pop/Rock
334740,Country
13393,R&B;
59655,R&B;
94224,R&B;
128099,R&B;
149973,R&B;
170454,R&B;
179764,R&B;
414251,R&B;
477377,R&B;
542976,R&B;
667169,R&B;
751738,R&B;
772526,R&B;
803242,R&B;
806542,Blues
817011,Pop/Rock
894531,R&B;
59293,Pop/Rock
71336,Vocal
328352,Folk
575051,Pop/Rock
65590,Pop/Rock
189678,Pop/Rock
325459,Pop/Rock
422405,Pop/Rock
545726,Pop/Rock
621944,Pop/Rock
752314,Pop/Rock
780625,Pop/Rock
922911,Pop/Rock
39013,Pop/Rock
305363,Pop/Rock
563834,Pop/Rock
690456,Pop/Rock
781766,Pop/Rock
808944,Pop/Rock
855836,Pop/Rock
178906,Pop/Rock
219203,Pop/Rock
803026,Pop/Rock
11754,Pop/Rock
22257,Pop/Rock
137084,R&B;
159433,Pop/Rock
177454,Electronic
228099,Pop/Rock
235923,Pop/Rock
246960,Pop/Rock
290590,Pop/Rock
302106,R&B;
354722,Pop/Rock
390477,Pop/Rock
484145,Pop/Rock
495338,Pop/Rock
545074,Pop/Rock
572499,R&B;
776093,Pop/Rock
790833,R&B;
874289,Latin
121590,Vocal
253142,Pop/Rock
567624,R&B;
590441,Pop/Rock
1433,Country
133057,Country
161808,Country
162269,Country
162487,Country
227088,Country
270491,Pop/Rock
286115,Country
340446,Country
368112,Country
495861,Country
749476,Country
750131,Country
834108,Pop/Rock
858375,Country
167320,Pop/Rock
178122,Pop/Rock
420133,Pop/Rock
820115,Pop/Rock
393345,Pop/Rock
564333,Pop/Rock
23290,Jazz
170690,Jazz
242966,Jazz
490416,Jazz
494537,Jazz
641450,Jazz
748773,Blues
7731,Pop/Rock
7920,Pop/Rock
543595,Pop/Rock
750742,Pop/Rock
782768,Pop/Rock
813946,Pop/Rock
12472,Pop/Rock
20050,Pop/Rock
36106,Pop/Rock
38490,Pop/Rock
77175,Pop/Rock
107139,R&B;
178536,Pop/Rock
191947,R&B;
265440,Pop/Rock
307461,Pop/Rock
313284,Pop/Rock
317417,Pop/Rock
745964,Pop/Rock
798792,R&B;
92942,R&B;
127337,Pop/Rock
183858,Pop/Rock
217622,Pop/Rock
238115,R&B;
531986,Pop/Rock
617196,Pop/Rock
645474,Pop/Rock
809266,Pop/Rock
852855,Pop/Rock
62823,Pop/Rock
202545,Pop/Rock
385611,Pop/Rock
335,Pop/Rock
158309,Pop/Rock
225930,Pop/Rock
680476,Pop/Rock
792530,Pop/Rock
15318,Country
81561,Country
207127,Country
214162,Country
251375,Country
300749,Country
396676,Country
522768,Country
605375,Country
792370,Country
798248,Country
944084,Country
18258,R&B;
169536,Country
740833,Pop/Rock
44994,Blues
129547,Blues
205180,Pop/Rock
369270,Blues
611102,Blues
617844,Blues
625739,Pop/Rock
942529,Blues
66570,Jazz
67528,Vocal
267354,Jazz
743929,Jazz
809058,Pop/Rock
927627,Jazz
325401,Pop/Rock
473554,Pop/Rock
490549,Country
674150,Vocal
686897,Pop/Rock
936190,Pop/Rock
68780,Jazz
175196,Pop/Rock
184187,Jazz
201760,Jazz
248392,Jazz
341137,Blues
7448,R&B;
127063,R&B;
155563,Religious
308871,R&B;
478246,R&B;
651156,R&B;
762731,R&B;
767016,R&B;
117844,Country
200791,Country
320761,Country
410219,Country
471156,Country
573100,Country
791483,Country
238495,Blues
493122,Pop/Rock
543055,Pop/Rock
596922,Jazz
631774,Pop/Rock
751019,Pop/Rock
925181,Pop/Rock
573978,Reggae
152023,Pop/Rock
16759,Jazz
39656,Jazz
160198,Jazz
172350,Jazz
301955,Blues
770629,Jazz
47421,R&B;
106298,Comedy/Spoken
165663,Pop/Rock
193320,Pop/Rock
299471,Pop/Rock
745241,Pop/Rock
897214,Pop/Rock
34899,Pop/Rock
51376,Pop/Rock
167287,Pop/Rock
219483,Pop/Rock
290812,Pop/Rock
364399,Pop/Rock
809357,Jazz
842802,Pop/Rock
990384,Pop/Rock
71970,R&B;
90389,Jazz
673114,Jazz
781172,Jazz
2411,Electronic
81017,New Age
147638,Electronic
186927,Avant-Garde
300245,Pop/Rock
675495,New Age
826364,New Age
840000,Electronic
667794,Folk
934721,Folk
14651,Country
70715,Pop/Rock
144847,Pop/Rock
629609,Country
664378,Country
765722,Pop/Rock
814606,Pop/Rock
868456,Country
934069,Country
944310,Country
31685,Pop/Rock
96613,Pop/Rock
117490,Pop/Rock
147635,Pop/Rock
159214,Pop/Rock
166785,Pop/Rock
174557,Pop/Rock
182900,Pop/Rock
184091,Pop/Rock
204386,Pop/Rock
248798,Pop/Rock
285272,Country
294923,Folk
359016,Pop/Rock
359966,Pop/Rock
688400,Pop/Rock
791120,Folk
812046,Pop/Rock
816387,Pop/Rock
855405,Folk
962339,Pop/Rock
31067,R&B;
677781,R&B;
766893,R&B;
772976,R&B;
814898,R&B;
15694,Pop/Rock
29791,Pop/Rock
29884,Pop/Rock
31556,Pop/Rock
36521,Pop/Rock
79044,Pop/Rock
112185,Pop/Rock
145128,Pop/Rock
212131,Pop/Rock
240665,Pop/Rock
326249,Pop/Rock
575522,Pop/Rock
793425,Pop/Rock
815537,Pop/Rock
954964,Pop/Rock
608701,Blues
797881,Vocal
10412,Pop/Rock
21744,Pop/Rock
103484,Pop/Rock
600069,Pop/Rock
774588,Country
848034,Pop/Rock
31274,Pop/Rock
199995,Pop/Rock
253861,Pop/Rock
404434,Pop/Rock
798992,Pop/Rock
140176,Vocal
61480,Pop/Rock
131581,Pop/Rock
162233,Pop/Rock
781094,International
111794,Jazz
161173,Latin
227776,Jazz
398615,Jazz
607283,Latin
32071,Religious
98189,Country
193160,Country
380704,Country
549797,Country
747506,Vocal
796741,Country
848784,Country
857203,Vocal
5882,Pop/Rock
44764,Pop/Rock
75747,Pop/Rock
97182,International
936946,International
3595,Stage & Screen
79960,Pop/Rock
150048,Electronic
203008,Pop/Rock
303626,Pop/Rock
825924,Pop/Rock
887619,Pop/Rock
128440,Pop/Rock
128495,Pop/Rock
758453,Pop/Rock
891264,Pop/Rock
923033,Pop/Rock
16281,Pop/Rock
58549,Pop/Rock
49774,R&B;
61044,R&B;
96379,R&B;
467203,R&B;
69986,Country
72205,Country
159699,Country
294085,Country
637150,Country
806247,Country
14073,Pop/Rock
16438,Pop/Rock
64303,Pop/Rock
73421,Pop/Rock
154530,Pop/Rock
180263,Pop/Rock
314600,Pop/Rock
343930,Pop/Rock
475932,Pop/Rock
478426,Pop/Rock
485191,Pop/Rock
501692,Pop/Rock
569914,Pop/Rock
684240,Pop/Rock
764181,Pop/Rock
790732,Pop/Rock
866786,Pop/Rock
939567,Pop/Rock
78044,R&B;
5441,Pop/Rock
9441,Pop/Rock
572579,R&B;
38466,Vocal
44703,Religious
153590,Pop/Rock
179205,Pop/Rock
232564,Pop/Rock
295545,Folk
626268,Folk
696015,Pop/Rock
888730,Folk
29067,Pop/Rock
423267,Pop/Rock
483587,Pop/Rock
582313,Pop/Rock
47033,Pop/Rock
129761,Pop/Rock
301619,Pop/Rock
334193,Pop/Rock
798662,Stage & Screen
131841,Blues
793227,Jazz
93322,Reggae
138063,Reggae
160848,Reggae
328014,Reggae
641994,Reggae
751592,Reggae
785380,Reggae
836312,Reggae
263937,Pop/Rock
540883,Pop/Rock
817754,Pop/Rock
845775,Pop/Rock
864209,Pop/Rock
13387,Pop/Rock
70027,Pop/Rock
104455,Pop/Rock
120953,Pop/Rock
501081,Pop/Rock
564726,Pop/Rock
784814,Pop/Rock
40225,R&B;
418955,Pop/Rock
491220,Pop/Rock
575012,R&B;
597309,R&B;
801573,R&B;
806877,R&B;
830375,R&B;
33161,R&B;
590285,R&B;
607448,R&B;
766094,R&B;
944349,R&B;
162930,Vocal
164093,R&B;
185948,Vocal
260038,Vocal
368367,Vocal
378624,Jazz
29867,Vocal
171728,Vocal
273531,Vocal
314113,Stage & Screen
81796,Jazz
119629,Jazz
290464,Jazz
764702,Jazz
845443,Jazz
305501,R&B;
103162,R&B;
213212,Pop/Rock
302685,R&B;
384675,R&B;
834673,R&B;
489520,New Age
671244,Pop/Rock
766533,Pop/Rock
78886,Pop/Rock
80720,Pop/Rock
137390,Pop/Rock
260212,Pop/Rock
482677,Pop/Rock
567570,Pop/Rock
789340,Pop/Rock
831215,Pop/Rock
895443,Pop/Rock
53739,Vocal
98081,Vocal
106987,Jazz
131681,Vocal
314155,Vocal
330575,Pop/Rock
344275,Vocal
745915,Pop/Rock
753985,Vocal
794449,Pop/Rock
822777,Easy Listening
132449,Country
232701,Country
362437,Country
409968,Country
671156,Folk
815236,Blues
837946,Country
838300,Country
52900,Folk
87985,Pop/Rock
274321,Folk
814852,Pop/Rock
823012,Country
19701,Pop/Rock
34988,Pop/Rock
44906,Pop/Rock
46527,Pop/Rock
188190,Pop/Rock
423305,Pop/Rock
633181,Pop/Rock
751604,Pop/Rock
179379,Jazz
188202,Jazz
224638,Pop/Rock
233066,Pop/Rock
307025,Pop/Rock
504928,Pop/Rock
614339,Jazz
763301,Pop/Rock
608945,R&B;
781370,Pop/Rock
154998,Pop/Rock
257544,Pop/Rock
749734,Pop/Rock
855423,Pop/Rock
341422,Latin
591104,Latin
688804,Latin
3829,Blues
28166,Blues
59156,Blues
76881,Blues
276085,Blues
81194,Blues
100854,Blues
108826,R&B;
148477,R&B;
164594,R&B;
168958,R&B;
198162,R&B;
233228,R&B;
457807,R&B;
838195,R&B;
611877,Comedy/Spoken
750203,Vocal
74970,Country
246022,Country
287604,Jazz
120010,Pop/Rock
163420,Pop/Rock
206407,Pop/Rock
475334,Pop/Rock
479350,Pop/Rock
486047,Pop/Rock
604075,Pop/Rock
786613,Pop/Rock
1416172,Religious
16944,Reggae
129817,Reggae
165830,Reggae
181376,Pop/Rock
352171,Reggae
681340,Reggae
697350,Reggae
788508,Reggae
798477,Reggae
80780,Pop/Rock
85410,Country
142050,Country
174122,Pop/Rock
177060,Pop/Rock
307875,Country
345355,Pop/Rock
852997,Pop/Rock
69534,Pop/Rock
222436,Pop/Rock
251595,Pop/Rock
297702,Pop/Rock
520975,Pop/Rock
680522,Pop/Rock
97529,Jazz
226380,Jazz
680003,Jazz
789775,Jazz
798326,Jazz
800100,Jazz
928942,Jazz
961688,Jazz
189644,Vocal
281254,Country
393789,Country
510805,Country
530745,Pop/Rock
583959,Country
592954,Country
681171,Country
787960,Country
936206,Country
941579,Country
7230,Pop/Rock
140816,R&B;
252184,Pop/Rock
337631,Blues
467853,Pop/Rock
887348,Country
194703,Pop/Rock
756656,Folk
191063,Pop/Rock
308932,Pop/Rock
672011,Pop/Rock
46794,Pop/Rock
99246,Pop/Rock
162197,Pop/Rock
169795,Pop/Rock
377581,Pop/Rock
570061,Pop/Rock
615489,Pop/Rock
925528,Pop/Rock
528221,Folk
2330,Easy Listening
94210,Jazz
397042,Jazz
502199,Jazz
548338,Jazz
674332,Easy Listening
678408,Jazz
228299,Jazz
233862,Jazz
243527,Jazz
463527,Jazz
156043,Pop/Rock
259800,Pop/Rock
754879,Pop/Rock
792925,Pop/Rock
631579,Pop/Rock
927736,Folk
955544,Pop/Rock
961234,Pop/Rock
103324,Pop/Rock
151787,Pop/Rock
305541,Easy Listening
278575,Country
567190,Pop/Rock
573870,Pop/Rock
923618,Pop/Rock
2993710,R&B;
228323,Pop/Rock
74853,Electronic
921306,Electronic
190632,Country
610706,Pop/Rock
502163,Pop/Rock
75295,Reggae
173988,Reggae
190021,Reggae
242861,Reggae
636474,Reggae
9680,Jazz
172612,Latin
932858,International
607804,Folk
407986,Pop/Rock
814220,Religious
161351,Pop/Rock
268871,Pop/Rock
333464,Pop/Rock
193231,Pop/Rock
413524,Pop/Rock
104714,Electronic
35076,R&B;
161920,R&B;
239921,Pop/Rock
332257,Pop/Rock
482334,Pop/Rock
748222,Pop/Rock
129775,R&B;
131624,R&B;
617370,R&B;
793845,Pop/Rock
101795,Jazz
188432,Jazz
944206,Jazz
354158,Pop/Rock
564239,Pop/Rock
678339,Pop/Rock
755494,Pop/Rock
771010,Pop/Rock
838241,Pop/Rock
840523,Pop/Rock
937003,Pop/Rock
69060,Pop/Rock
100473,Pop/Rock
109414,Pop/Rock
238297,Pop/Rock
498691,Pop/Rock
585189,Pop/Rock
762500,Pop/Rock
766361,Pop/Rock
797431,Pop/Rock
172167,Pop/Rock
174752,Pop/Rock
601430,Pop/Rock
749504,Jazz
105354,Pop/Rock
500992,Pop/Rock
835585,Pop/Rock
859868,Pop/Rock
948171,Pop/Rock
185615,Country
198532,Pop/Rock
391398,Folk
538677,Pop/Rock
744796,Folk
814751,Pop/Rock
37658,Classical
57209,Pop/Rock
118327,Pop/Rock
140499,Pop/Rock
174822,Pop/Rock
186594,Pop/Rock
241724,Pop/Rock
311074,Easy Listening
387815,Electronic
488378,International
521704,Pop/Rock
607028,Easy Listening
635413,Pop/Rock
645612,Pop/Rock
678009,Easy Listening
753963,Pop/Rock
773392,Pop/Rock
799466,Pop/Rock
849672,Classical
936658,Pop/Rock
72041,Pop/Rock
123915,Pop/Rock
208303,Pop/Rock
754251,Pop/Rock
756180,Pop/Rock
83095,Religious
152973,Religious
182360,R&B;
577235,R&B;
4852,Latin
203670,Latin
313899,Latin
749671,Latin
769444,Pop/Rock
250435,Jazz
266160,Folk
330601,Jazz
330967,Folk
894827,Vocal
242211,Pop/Rock
323194,Pop/Rock
259529,Jazz
191429,Blues
769616,Blues
959770,Blues
127360,Pop/Rock
358820,Pop/Rock
481057,Pop/Rock
567325,Jazz
203639,Pop/Rock
29978,Pop/Rock
35021,R&B;
135024,R&B;
282709,R&B;
569685,R&B;
353145,Country
70800,Pop/Rock
154544,Pop/Rock
195874,Pop/Rock
197921,Pop/Rock
768321,Pop/Rock
784732,Pop/Rock
27916,R&B;
29909,Pop/Rock
45313,Pop/Rock
292915,Pop/Rock
293896,Pop/Rock
505532,Pop/Rock
595101,Pop/Rock
643549,Jazz
794173,Pop/Rock
845625,Pop/Rock
892823,Pop/Rock
956707,Pop/Rock
84814,Pop/Rock
391933,Pop/Rock
588508,Pop/Rock
596126,Pop/Rock
809999,Pop/Rock
256349,Vocal
322027,Easy Listening
479028,Vocal
495784,Vocal
815575,Vocal
137494,R&B;
376608,R&B;
792953,Pop/Rock
793988,Pop/Rock
803720,Pop/Rock
193216,Pop/Rock
210323,R&B;
482600,Pop/Rock
297955,Pop/Rock
319021,Pop/Rock
486645,Pop/Rock
501802,Pop/Rock
583478,Pop/Rock
202554,Jazz
489316,Jazz
129308,Pop/Rock
415239,Pop/Rock
745318,Pop/Rock
790814,Pop/Rock
395819,Vocal
61226,R&B;
607773,R&B;
892771,R&B;
290040,R&B;
317093,Jazz
668448,Religious
817000,R&B;
51066,Pop/Rock
304401,Pop/Rock
590479,Pop/Rock
925837,Pop/Rock
17748,R&B;
299668,R&B;
210991,R&B;
317865,Pop/Rock
585249,Pop/Rock
922728,Pop/Rock
84053,Pop/Rock
119651,Pop/Rock
478603,Pop/Rock
758444,Pop/Rock
336783,Pop/Rock
384920,Pop/Rock
394449,Folk
674263,Pop/Rock
26520,Pop/Rock
408696,Pop/Rock
607202,Electronic
920101,Pop/Rock
46699,Pop/Rock
105618,International
130115,Folk
138833,International
170815,Folk
244711,R&B;
265456,Pop/Rock
424296,Pop/Rock
479582,R&B;
496097,International
497132,Latin
636044,R&B;
692100,International
771297,International
573410,International
652255,International
82742,Country
222927,Pop/Rock
231645,Folk
12802,Religious
195368,Religious
289685,Pop/Rock
31263,Religious
333634,Folk
517264,Folk
577531,Folk
845468,Country
659517,Pop/Rock
674873,Pop/Rock
175708,Pop/Rock
759031,Pop/Rock
150062,Blues
242511,Blues
163229,Pop/Rock
597094,Pop/Rock
64509,R&B;
343396,R&B;
68551,Country
283405,Country
767370,Country
926108,Country
627337,Pop/Rock
660401,Pop/Rock
218885,Reggae
219334,Reggae
939187,Reggae
125465,Pop/Rock
33316,Pop/Rock
138332,R&B;
839369,R&B;
68738,Pop/Rock
259561,Pop/Rock
639053,Pop/Rock
920073,Pop/Rock
26510,Country
152002,Country
218994,Country
337271,Country
377908,Pop/Rock
489876,Pop/Rock
515628,Country
543867,Country
823165,Pop/Rock
10538,Pop/Rock
89710,R&B;
149515,Pop/Rock
574597,Pop/Rock
665957,R&B;
921002,R&B;
206967,Jazz
786228,Jazz
55304,R&B;
75171,R&B;
143367,R&B;
423095,R&B;
761706,Pop/Rock
92303,Pop/Rock
131650,Pop/Rock
493327,Pop/Rock
816900,Pop/Rock
922200,Pop/Rock
487186,Pop/Rock
672910,Pop/Rock
926604,Pop/Rock
948557,Pop/Rock
57488,Vocal
82831,Vocal
403120,Vocal
149044,R&B;
267814,R&B;
345168,Jazz
658346,R&B;
20278,R&B;
160638,R&B;
246885,Vocal
397876,R&B;
662800,Country
762288,Blues
778344,R&B;
422947,Pop/Rock
515251,Pop/Rock
931105,Pop/Rock
950956,Pop/Rock
42993,Pop/Rock
80537,Pop/Rock
3495279,Pop/Rock
135054,Pop/Rock
266255,Pop/Rock
766385,Pop/Rock
34249,Country
167517,Pop/Rock
286561,Folk
135152,R&B;
799081,R&B;
925066,R&B;
573241,Pop/Rock
19892,Pop/Rock
61172,Pop/Rock
758520,Pop/Rock
858827,Pop/Rock
889097,Pop/Rock
558339,Jazz
642664,Jazz
988386,Jazz
858710,Country
903609,Country
484396,Jazz
578031,Country
935990,Pop/Rock
315336,Vocal
556242,International
75100,Pop/Rock
140689,Pop/Rock
222351,Pop/Rock
474482,Pop/Rock
913210,Pop/Rock
171693,Folk
747757,Pop/Rock
61534,Pop/Rock
142652,Pop/Rock
13508,Pop/Rock
108679,Pop/Rock
636433,Pop/Rock
775877,Pop/Rock
923705,Pop/Rock
3413,Vocal
128249,Vocal
142178,Vocal
205254,Vocal
813392,Vocal
816896,Vocal
73644,Pop/Rock
171637,Pop/Rock
190946,Country
332852,Pop/Rock
3056,R&B;
9084,Pop/Rock
750925,R&B;
783250,Pop/Rock
926548,Pop/Rock
17929,R&B;
58438,R&B;
106882,R&B;
110104,R&B;
127696,R&B;
176358,R&B;
200074,Pop/Rock
619423,R&B;
684830,R&B;
884962,R&B;
920939,R&B;
139933,R&B;
213165,Pop/Rock
814036,Folk
36468,Pop/Rock
38302,Pop/Rock
138520,Pop/Rock
223197,Pop/Rock
255704,Pop/Rock
312354,Pop/Rock
367459,Pop/Rock
471355,Pop/Rock
472925,Pop/Rock
761108,Pop/Rock
855952,Pop/Rock
58372,Pop/Rock
308645,Pop/Rock
453041,Pop/Rock
741177,Pop/Rock
291043,Pop/Rock
44290,Jazz
792175,Jazz
49806,Blues
64817,Blues
1006782,Blues
130764,Pop/Rock
139089,Pop/Rock
213921,Pop/Rock
243008,Pop/Rock
258430,Pop/Rock
317545,Pop/Rock
527267,Pop/Rock
780581,Pop/Rock
805345,Pop/Rock
848913,Pop/Rock
920994,Pop/Rock
819894,Blues
94764,Pop/Rock
451296,Pop/Rock
129430,Electronic
853926,Electronic
928351,Pop/Rock
312353,Pop/Rock
509223,Pop/Rock
799771,Pop/Rock
170381,Pop/Rock
465562,Pop/Rock
987621,Pop/Rock
416785,Stage & Screen
760240,Stage & Screen
743968,R&B;
102050,Folk
772745,Pop/Rock
99561,Folk
124492,Pop/Rock
477116,Electronic
850692,Pop/Rock
68155,R&B;
278559,Comedy/Spoken
295415,Comedy/Spoken
492670,Comedy/Spoken
639005,Comedy/Spoken
899198,Comedy/Spoken
376739,Blues
758943,Pop/Rock
830425,Blues
962064,Blues
942335,Electronic
949820,Electronic
578141,R&B;
785611,Pop/Rock
